timestamp	experiment_id	cell_key	pwmcc	pwmcc_encoder_only	pwmcc_decoder_only	unmatched_fraction	pwmcc_null_mean	pwmcc_null_std	n_seeds	n_pairs	notes
2026-04-27T11:30:30.678668+00:00	null_gpt2_d3_s2	openai-community/gpt2|none|3|768|null_gpt2_d3	0	0	0	1			3	2	null cell
2026-04-27T12:33:25.576253+00:00	null_gemma_d1_s0	google/gemma-2-2b|none|1|16384|null_gemma_d1	0	0	0	1			2	1	null cell
2026-04-27T12:33:25.576253+00:00	null_gemma_d1_s1	google/gemma-2-2b|none|1|16384|null_gemma_d1	0	0	0	1			2	1	null cell
2026-04-27T12:36:18.072995+00:00	null_gemma_d1_s0	google/gemma-2-2b|none|1|16384|null_gemma_d1	0	0	0	1			3	2	null cell
2026-04-27T12:36:18.072995+00:00	null_gemma_d1_s1	google/gemma-2-2b|none|1|16384|null_gemma_d1	0	0	0	1			3	2	null cell
2026-04-27T12:36:18.072995+00:00	null_gemma_d1_s2	google/gemma-2-2b|none|1|16384|null_gemma_d1	0	0	0	1			3	2	null cell
2026-04-27T12:41:13.340540+00:00	null_gpt2_d1_s0	openai-community/gpt2|none|1|12288|null_gpt2_d1	0	0	0	1			2	1	null cell
2026-04-27T12:41:13.340540+00:00	null_gpt2_d1_s1	openai-community/gpt2|none|1|12288|null_gpt2_d1	0	0	0	1			2	1	null cell
2026-04-27T12:43:26.669894+00:00	null_gpt2_d1_s0	openai-community/gpt2|none|1|12288|null_gpt2_d1	0	0	0	1			3	2	null cell
2026-04-27T12:43:26.669894+00:00	null_gpt2_d1_s1	openai-community/gpt2|none|1|12288|null_gpt2_d1	0	0	0	1			3	2	null cell
2026-04-27T12:43:26.669894+00:00	null_gpt2_d1_s2	openai-community/gpt2|none|1|12288|null_gpt2_d1	0	0	0	1			3	2	null cell
2026-04-27T15:20:00.130289+00:00	gemma_jumprelu_d1_s0	google/gemma-2-2b|jumprelu|1|16384|gemma_jumprelu_d1	0.725023	0.497638	0.952409	0.994751	0	0	3	2	real-data cell
2026-04-27T15:20:00.130289+00:00	gemma_jumprelu_d1_s1	google/gemma-2-2b|jumprelu|1|16384|gemma_jumprelu_d1	0.726528	0.49945	0.953606	0.99411	0	0	3	2	real-data cell
2026-04-27T15:20:00.130289+00:00	gemma_jumprelu_d1_s2	google/gemma-2-2b|jumprelu|1|16384|gemma_jumprelu_d1	0.726656	0.499464	0.953847	0.994537	0	0	3	2	real-data cell
2026-04-27T15:55:39.292022+00:00	gemma_jumprelu_anchor_d1_s0	google/gemma-2-2b|jumprelu|1|3121|gemma_jumprelu_anchor_d1	0.726245	0.501638	0.950852	0.939763			2	1	real-data cell
2026-04-27T15:55:39.292022+00:00	gemma_jumprelu_anchor_d1_s1	google/gemma-2-2b|jumprelu|1|3121|gemma_jumprelu_anchor_d1	0.726245	0.501638	0.950852	0.939763			2	1	real-data cell
2026-04-27T16:14:52.473833+00:00	gemma_jumprelu_anchor_d1_s0	google/gemma-2-2b|jumprelu|1|3121|gemma_jumprelu_anchor_d1	0.727782	0.503976	0.951588	0.942166			3	2	real-data cell
2026-04-27T16:14:52.473833+00:00	gemma_jumprelu_anchor_d1_s1	google/gemma-2-2b|jumprelu|1|3121|gemma_jumprelu_anchor_d1	0.726323	0.501677	0.950969	0.943608			3	2	real-data cell
2026-04-27T16:14:52.473833+00:00	gemma_jumprelu_anchor_d1_s2	google/gemma-2-2b|jumprelu|1|3121|gemma_jumprelu_anchor_d1	0.72786	0.504015	0.951704	0.946011			3	2	real-data cell
2026-04-27T20:03:25.642141+00:00	flat_gemma_w16384_s0	google/gemma-2-2b|batchtopk|1|16384|flat_gemma_w16384	0.800921	0.701279	0.900562	0.611267	0	0	2	1	real-data cell
2026-04-27T20:03:25.642141+00:00	flat_gemma_w16384_s1	google/gemma-2-2b|batchtopk|1|16384|flat_gemma_w16384	0.800921	0.701279	0.900562	0.611267	0	0	2	1	real-data cell
2026-04-27T21:09:19.499665+00:00	flat_gpt2_w12288_s0	openai-community/gpt2|batchtopk|1|12288|flat_gpt2_w12288	0.834425	0.811092	0.857758	0.469971	0	0	2	1	real-data cell
2026-04-27T21:09:19.499665+00:00	flat_gpt2_w12288_s1	openai-community/gpt2|batchtopk|1|12288|flat_gpt2_w12288	0.834425	0.811092	0.857758	0.469971	0	0	2	1	real-data cell
